"name","county","town","category_guess","address","phone","website","email","google_rating","review_count","business_status","contact_source","google_maps_url","place_id","contact_quality","discovery_score","notes","ready_for_import","flag_reason","official_email","official_phone","whatsapp_number","facebook_url","contact_page","principal_name","deputy_name","ict_contact","admissions_contact","email_source","phone_source","website_source","facebook_source","contact_confidence","last_verified"
"The Emmanuel School At Rukenya","Kirinyaga","Kutus","Unknown","Kianyaga Road, Kenya","+254 728 915525","","","","","OPERATIONAL","google_places","https://www.google.com/maps/place/?q=place_id:ChIJUe_zZ4gpJhgRnm7bIUAeP0E","ChIJUe_zZ4gpJhgRnm7bIUAeP0E","Low","20","No website; Currently closed (per Google)","FALSE","missing email; missing website","","","","","","","","","","","","","","Unknown","2026-07-22"
"The Lighthouse Academy","Kirinyaga","Kianyaga","Academy","Mutunduri, Kenya","+254 790 526364","","","4.2","23","OPERATIONAL","google_places","https://www.google.com/maps/place/?q=place_id:ChIJaXhn06vSJxgREB4ksRI2LgY","ChIJaXhn06vSJxgREB4ksRI2LgY","Low","60","No website; Currently closed (per Google)","FALSE","missing email; missing website","","","","","","","","","","","","","","Unknown","2026-07-22"
"Thiba Glory Academy","Kirinyaga","Wanguru","Academy","Thiba Glory Academy, B6, Kenya","","","","","","","google_places","https://www.google.com/maps/place/?q=place_id:ChIJhSu0hKkhJhgRZHS2jzKPchg","ChIJhSu0hKkhJhgRZHS2jzKPchg","Unknown","0","No website; Phone missing","FALSE","missing phone; missing email; missing website","","","","","","","","","","","","","","Unknown","2026-07-22"
"TWIN FALLS, KUTUS KIRINYAGA","Kirinyaga","Kutus","Unknown","Kutus- Kerugoya Rd, Kenya","","","","3.9","45","OPERATIONAL","google_places","https://www.google.com/maps/place/?q=place_id:ChIJkYWafWQpJhgRZ1aL-i6WPiE","ChIJkYWafWQpJhgRZ1aL-i6WPiE","Unknown","40","No website; Phone missing; Currently closed (per Google)","FALSE","missing phone; missing email; missing website","","","","","","","","","","","","","","Unknown","2026-07-22"
"Upper Sagana Primary School","Kirinyaga","Sagana","Unknown","Sagana Karatina Rd, Kenya","","","","","","OPERATIONAL","google_places","https://www.google.com/maps/place/?q=place_id:ChIJvwO5OVaZKBgRvJcnxlj4de4","ChIJvwO5OVaZKBgRvJcnxlj4de4","Unknown","0","No website; Phone missing; Currently closed (per Google)","FALSE","out of scope: primary school; missing phone; missing email; missing website","","","","","","","","","","","","","","Unknown","2026-07-22"
"Valley Road Academy (Karinga Mca Tebere)","Kirinyaga","Wanguru","Academy","8964+5GX, Wang'uru, Kenya","","","","","","OPERATIONAL","google_places","https://www.google.com/maps/place/?q=place_id:ChIJJ362etkhJhgRxOL_oGNLs08","ChIJJ362etkhJhgRxOL_oGNLs08","Unknown","0","No website; Phone missing","FALSE","missing phone; missing email; missing website","","","","","","","","","","","","","","Unknown","2026-07-22"
"Wachoro boys high school","Kirinyaga","Wanguru","Boys","67PG+77H, Makutano, Kenya","","","","","","OPERATIONAL","google_places","https://www.google.com/maps/place/?q=place_id:ChIJY2-_KuugKBgRvUsCbZCYrCc","ChIJY2-_KuugKBgRvUsCbZCYrCc","Unknown","0","No website; Phone missing","FALSE","missing phone; missing email; missing website","","","","","","","","","","","","","","Unknown","2026-07-22"
"Wang'ru Girls Secondary School","Kirinyaga","Wanguru","Girls","89C6+573, Wang'uru, Kenya","","","","","","OPERATIONAL","google_places","https://www.google.com/maps/place/?q=place_id:ChIJAQAAMBMhJhgR7paT6Bc8Pvk","ChIJAQAAMBMhJhgR7paT6Bc8Pvk","Unknown","0","No website; Phone missing","FALSE","missing phone; missing email; missing website","","","","","","","","","","","","","","Unknown","2026-07-22"
"Wang'uru Girls High School","Kirinyaga","Wanguru","Girls","89C5+2Q9, Wang'uru, Kenya","","","","","","OPERATIONAL","google_places","https://www.google.com/maps/place/?q=place_id:ChIJAQAAAA0hJhgR-3Vi1flwIUM","ChIJAQAAAA0hJhgR-3Vi1flwIUM","Unknown","0","No website; Phone missing","FALSE","missing phone; missing email; missing website","","","","","","","","","","","","","","Unknown","2026-07-22"
"Wang'uru Sec","Kirinyaga","Wanguru","Unknown","8996+MPP, Wang'uru, Kenya","","","","","","OPERATIONAL","google_places","https://www.google.com/maps/place/?q=place_id:ChIJj24bN20hJhgRFTeuyAjDd-Q","ChIJj24bN20hJhgRFTeuyAjDd-Q","Unknown","0","No website; Phone missing","FALSE","missing phone; missing email; missing website","","","","","","","","","","","","","","Unknown","2026-07-22"
"WANGURU GALZ HAE SKUL","Kirinyaga","Wanguru","Unknown","8995+WR7, Wang'uru, Kenya","","","","","","OPERATIONAL","google_places","https://www.google.com/maps/place/?q=place_id:ChIJb2ZEF4YhJhgRc3A-s12CPZE","ChIJb2ZEF4YhJhgRc3A-s12CPZE","Unknown","0","No website; Phone missing","FALSE","missing phone; missing email; missing website","","","","","","","","","","","","","","Unknown","2026-07-22"
"Werus Academy","Kirinyaga","Wanguru","Academy","Ruguru-Ngandori, Embu - Kiritiri Rd, Embu, Kenya","","","","","","OPERATIONAL","google_places","https://www.google.com/maps/place/?q=place_id:ChIJdeZEQwExJhgREz5bcu95FT8","ChIJdeZEQwExJhgREz5bcu95FT8","Unknown","0","No website; Phone missing; Currently closed (per Google)","FALSE","address/name references Embu County, not Kirinyaga; missing phone; missing email; missing website","","","","","","","","","","","","","","Unknown","2026-07-22"
"Wise Shepherd Academy","Kirinyaga","Wanguru","Academy","Wise Shepherd Academy, Wang'uru, Kenya","","","","","","","google_places","https://www.google.com/maps/place/?q=place_id:ChIJGYvaPnUhJhgRGT8DCv3ynIY","ChIJGYvaPnUhJhgRGT8DCv3ynIY","Unknown","0","No website; Phone missing","FALSE","missing phone; missing email; missing website","","","","","","","","","","","","","","Unknown","2026-07-22"
"Yahweh International Academy","Kirinyaga","Mwea","Academy","9CJ6+PR7, Riagicheru, Kenya","+254 799 390460","","","","","OPERATIONAL","google_places","https://www.google.com/maps/place/?q=place_id:ChIJ42jZVAAlJhgRuKCbz_mx-Bs","ChIJ42jZVAAlJhgRuKCbz_mx-Bs","Low","20","No website; Currently closed (per Google)","FALSE","missing email; missing website","","","","","","","","","","","","","","Unknown","2026-07-22"
